Name,cvss,description,detection_method,detection_result,efdec65ce341 login:,host,impact,insight,instances,log_method,metasploit.com,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
"Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.34, 8.1.0 Security Update (cpuoct2023) - Linux",9.8,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.43, 8.x <= 8.0.34, 8.1.0 Security Update (cpuoct2023...', 'OID:1.3.6.1.4.1.25623.1.0.151217', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.44', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2023-38545', 'cve: CVE-2023-22084', 'cve: CVE-2023-38546', 'url: https://www.oracle.com/security-alerts/cpuoct2023.html#AppendixMSQL', 'advisory-id: cpuoct2023', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2024-3377', 'cert-bund: WID-SEC-2024-1226', 'cert-bund: WID-SEC-2024-1086', 'cert-bund: WID-SEC-2024-0893', 'cert-bund: WID-SEC-2024-0290', 'cert-bund: WID-SEC-2024-0178', 'cert-bund: WID-SEC-2024-0175', 'cert-bund: WID-SEC-2024-0123', 'cert-bund: WID-SEC-2024-0119', 'cert-bund: WID-SEC-2024-0110', 'cert-bund: WID-SEC-2023-2788', 'cert-bund: WID-SEC-2023-2690', 'cert-bund: WID-SEC-2023-2570', 'dfn-cert: DFN-CERT-2024-2795', 'dfn-cert: DFN-CERT-2024-2543', 'dfn-cert: DFN-CERT-2024-1601', 'dfn-cert: DFN-CERT-2024-1517', 'dfn-cert: DFN-CERT-2024-1188', 'dfn-cert: DFN-CERT-2024-1090', 'dfn-cert: DFN-CERT-2024-1025', 'dfn-cert: DFN-CERT-2024-0963', 'dfn-cert: DFN-CERT-2024-0869', 'dfn-cert: DFN-CERT-2024-0593', 'dfn-cert: DFN-CERT-2024-0454', 'dfn-cert: DFN-CERT-2024-0376', 'dfn-cert: DFN-CERT-2024-0220', 'dfn-cert: DFN-CERT-2024-0185', 'dfn-cert: DFN-CERT-2024-0184', 'dfn-cert: DFN-CERT-2024-0181', 'dfn-cert: DFN-CERT-2024-0133', 'dfn-cert: DFN-CERT-2024-0132', 'dfn-cert: DFN-CERT-2024-0127', 'dfn-cert: DFN-CERT-2024-0108', 'dfn-cert: DFN-CERT-2023-3124', 'dfn-cert: DFN-CERT-2023-3071', 'dfn-cert: DFN-CERT-2023-3064', 'dfn-cert: DFN-CERT-2023-2988', 'dfn-cert: DFN-CERT-2023-2941', 'dfn-cert: DFN-CERT-2023-2819', 'dfn-cert: DFN-CERT-2023-2763', 'dfn-cert: DFN-CERT-2023-2681', 'dfn-cert: DFN-CERT-2023-2680', 'dfn-cert: DFN-CERT-2023-2643', 'dfn-cert: DFN-CERT-2023-2536', 'dfn-cert: DFN-CERT-2023-2475', 'dfn-cert: DFN-CERT-2023-2458']",Critical,"['Update to version 5.7.44, 8.0.35, 8.1.1 or later.']",OPENVAS,openvas_mysql_5.6
"Oracle MySQL Server <= 5.7.40, 8.x <= 8.0.31 Security Update (cpujan2023) - Linux",9.8,['Oracle MySQL Server is prone to a vulnerability in libcurl.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.40, 8.x <= 8.0.31 Security Update (cpujan2023) - Lin...', 'OID:1.3.6.1.4.1.25623.1.0.149169', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.41', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2022-32221', 'cve: CVE-2022-35260', 'cve: CVE-2022-42915', 'cve: CVE-2022-42916', 'url: https://www.oracle.com/security-alerts/cpujan2023.html#AppendixMSQL', 'advisory-id: cpujan2023', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2024-3377', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-2917', 'cert-bund: WID-SEC-2023-2229', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1728', 'cert-bund: WID-SEC-2023-1614', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1350', 'cert-bund: WID-SEC-2023-1026', 'cert-bund: WID-SEC-2023-0296', 'cert-bund: WID-SEC-2023-0189', 'cert-bund: WID-SEC-2023-0137', 'cert-bund: WID-SEC-2023-0126', 'cert-bund: WID-SEC-2022-2372', 'cert-bund: WID-SEC-2022-1862', 'dfn-cert: DFN-CERT-2023-1947', 'dfn-cert: DFN-CERT-2023-1636', 'dfn-cert: DFN-CERT-2023-1230', 'dfn-cert: DFN-CERT-2023-0898', 'dfn-cert: DFN-CERT-2023-0884', 'dfn-cert: DFN-CERT-2023-0372', 'dfn-cert: DFN-CERT-2023-0278', 'dfn-cert: DFN-CERT-2023-0216', 'dfn-cert: DFN-CERT-2023-0214', 'dfn-cert: DFN-CERT-2023-0157', 'dfn-cert: DFN-CERT-2023-0156', 'dfn-cert: DFN-CERT-2023-0105', 'dfn-cert: DFN-CERT-2022-2799', 'dfn-cert: DFN-CERT-2022-2401', 'dfn-cert: DFN-CERT-2022-2400', 'dfn-cert: DFN-CERT-2022-2393', 'dfn-cert: DFN-CERT-2022-2391']",CRITICAL,"['Update to version 5.7.41, 8.0.32 or later.']",OPENVAS,openvas_mysql_5.6
Oracle MySQL Server <= 5.7.35 / 8.0 <= 8.0.26 Security Update (cpuoct2021) - Linux,9.8,['Oracle MySQL Server is prone to multiple vulnerabilities.   Quality of Detection (QoD): 30%'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.35 / 8.0 <= 8.0.26 Security Update (cpuoct2021) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.117740', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.36', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2021-3711', 'cve: CVE-2021-22926', 'cve: CVE-2021-35604', 'cve: CVE-2021-35624', 'cve: CVE-2021-22922', 'cve: CVE-2021-22923', 'cve: CVE-2021-22924', 'cve: CVE-2021-22925', 'cve: CVE-2021-22945', 'cve: CVE-2021-22946', 'cve: CVE-2021-22947', 'cve: CVE-2021-3712', 'url: https://www.oracle.com/security-alerts/cpuoct2021.html#AppendixMSQL', 'advisory-id: cpuoct2021', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2025-2366']",Critical,"['Update to version 5.7.36, 8.0.27 or later.']",OPENVAS,openvas_mysql_5.6
MySQL / MariaDB Default Credentials (MySQL Protocol),9.8,['It was possible to login into the remote MySQL using default credentials.'],"['Details: MySQL / MariaDB Default Credentials (MySQL Protocol)', 'OID:1.3.6.1.4.1.25623.1.0.103551', 'Version used: 2025-09-09T05:38:49Z']","['It was possible to login as user """"root"""" with password """"root"""".']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2001-0645', 'cve: CVE-2002-1809', 'cve: CVE-2004-1532', 'cve: CVE-2004-2357', 'cve: CVE-2006-1451', 'cve: CVE-2007-2554', 'cve: CVE-2007-6081', 'cve: CVE-2009-0919', 'cve: CVE-2014-3419', 'cve: CVE-2015-4669', 'cve: CVE-2016-6531', 'cve: CVE-2018-15719', 'cve: CVE-2024-22901']",Critical,"['Change the password as soon as possible', '- Contact the vendor for other possible fixes / updates']",OPENVAS,openvas_mysql_5.6
Oracle MySQL Server <= 5.7.34 / 8.0 <= 8.0.25 Security Update (cpujul2021) - Linux,8.1,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.34 / 8.0 <= 8.0.25 Security Update (cpujul2021) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.146354', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.35', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2021-22901', 'cve: CVE-2019-17543', 'cve: CVE-2021-2389', 'cve: CVE-2021-2390', 'cve: CVE-2021-2356', 'cve: CVE-2021-2385', 'cve: CVE-2021-2342', 'cve: CVE-2021-2372', 'cve: CVE-2021-22897', 'cve: CVE-2021-22898', 'url: https://www.oracle.com/security-alerts/cpujul2021.html#AppendixMSQL', 'advisory-id: cpujul2021', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2025-2364', 'cert-bund: WID-SEC-2025-1905', 'cert-bund: WID-SEC-2025-1550', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-2229', 'cert-bund: WID-SEC-2023-1350', 'cert-bund: WID-SEC-2023-0063', 'cert-bund: WID-SEC-2022-1963', 'cert-bund: WID-SEC-2022-0873', 'cert-bund: CB-K22/0044', 'cert-bund: CB-K21/0813', 'cert-bund: CB-K21/0770', 'dfn-cert: DFN-CERT-2025-2944', 'dfn-cert: DFN-CERT-2022-1892', 'dfn-cert: DFN-CERT-2022-1692', 'dfn-cert: DFN-CERT-2022-1597', 'dfn-cert: DFN-CERT-2022-1241', 'dfn-cert: DFN-CERT-2022-0933', 'dfn-cert: DFN-CERT-2022-0872', 'dfn-cert: DFN-CERT-2022-0666', 'dfn-cert: DFN-CERT-2022-0076', 'dfn-cert: DFN-CERT-2022-0074', 'dfn-cert: DFN-CERT-2021-2527', 'dfn-cert: DFN-CERT-2021-2438', 'dfn-cert: DFN-CERT-2021-2369', 'dfn-cert: DFN-CERT-2021-2185', 'dfn-cert: DFN-CERT-2021-2155', 'dfn-cert: DFN-CERT-2021-1743', 'dfn-cert: DFN-CERT-2021-1677', 'dfn-cert: DFN-CERT-2021-1593', 'dfn-cert: DFN-CERT-2021-1580', 'dfn-cert: DFN-CERT-2021-1537', 'dfn-cert: DFN-CERT-2021-1329', 'dfn-cert: DFN-CERT-2021-1174', 'dfn-cert: DFN-CERT-2021-1165', 'dfn-cert: DFN-CERT-2021-1157', 'dfn-cert: DFN-CERT-2021-1151', 'dfn-cert: DFN-CERT-2021-1148', 'dfn-cert: DFN-CERT-2021-1045']",HIGH,"['Update to version 5.7.35, 8.0.26 or later.']",OPENVAS,openvas_mysql_5.6
Oracle MySQL Server <= 5.7.38 / 8.0 <= 8.0.29 Security Update (cpujul2022) - Linux,8.1,['Oracle MySQL Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.6.51', 'Fixed version: 5.7.39', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)']",tcp,"['cve: CVE-2022-1292', 'cve: CVE-2022-27778']",HIGH,"['Update to version 5.7.39, 8.0.30 or later.']",OPENVAS,openvas_mysql_5.6
Oracle MySQL Server <= 5.7.33 / 8.0 <= 8.0.23 Security Update (cpuapr2021) - Linux,7.5,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.33 / 8.0 <= 8.0.23 Security Update (cpuapr2021) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.145795', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.34', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)']",tcp,"['cve: CVE-2021-3449', 'cve: CVE-2021-3450', 'cve: CVE-2021-23840', 'cve: CVE-2021-23841', 'cve: CVE-2021-2307', 'cve: CVE-2021-2304', 'cve: CVE-2021-2180', 'cve: CVE-2021-2194', 'cve: CVE-2021-2166', 'cve: CVE-2021-2179', 'cve: CVE-2021-2226', 'cve: CVE-2021-2169', 'cve: CVE-2021-2146', 'cve: CVE-2021-2174', 'cve: CVE-2021-2171', 'cve: CVE-2021-2162', 'url: https://www.oracle.com/security-alerts/cpuapr2021.html#AppendixMSQL', 'advisory-id: cpuapr2021', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2025-0227', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-0065', 'cert-bund: WID-SEC-2022-1894', 'cert-bund: WID-SEC-2022-1320', 'cert-bund: WID-SEC-2022-1303', 'cert-bund: WID-SEC-2022-1294', 'cert-bund: WID-SEC-2022-0751', 'cert-bund: WID-SEC-2022-0676', 'cert-bund: WID-SEC-2022-0671', 'cert-bund: WID-SEC-2022-0669', 'cert-bund: WID-SEC-2022-0602', 'cert-bund: CB-K22/0476', 'cert-bund: CB-K22/0061', 'cert-bund: CB-K21/1097', 'cert-bund: CB-K21/1095', 'cert-bund: CB-K21/1065', 'cert-bund: CB-K21/0785', 'cert-bund: CB-K21/0770', 'cert-bund: CB-K21/0573', 'cert-bund: CB-K21/0572', 'cert-bund: CB-K21/0565', 'cert-bund: CB-K21/0421']",HIGH,"['Update to version 5.7.34, 8.0.24 or later.']",OPENVAS,openvas_mysql_5.6
"Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.2, 9.0 <= 9.0.1 Security Update (cpuoct2024)",7.5,['Oracle MySQL Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.6.51', 'Fixed version: 8.0.40', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152']",tcp,"['cve: CVE-2024-5535', 'cve: CVE-2024-6119', 'cve: CVE-2024-21230', 'cve: CVE-2024-7264', 'cve: CVE-2024-21196', 'cve: CVE-2024-21194', 'cve: CVE-2024-21199', 'cve: CVE-2024-21218', 'cve: CVE-2024-21236', 'cve: CVE-2024-21239', 'cve: CVE-2024-21198', 'cve: CVE-2024-21219', 'cve: CVE-2024-21203', 'cve: CVE-2024-21197', 'cve: CVE-2024-21201', 'cve: CVE-2024-21241', 'cve: CVE-2024-21193', 'cve: CVE-2024-21213', 'cve: CVE-2024-21231', 'cve: CVE-2024-21237', 'url: https://www.oracle.com/security-alerts/cpuoct2024.html#AppendixMSQL', 'advisory-id: cpuoct2024', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2025-2838', 'cert-bund: WID-SEC-2025-2836', 'cert-bund: WID-SEC-2025-1560', 'cert-bund: WID-SEC-2025-0823', 'cert-bund: WID-SEC-2025-0814', 'cert-bund: WID-SEC-2025-0612', 'cert-bund: WID-SEC-2025-0225', 'cert-bund: WID-SEC-2025-0166', 'cert-bund: WID-SEC-2025-0148', 'cert-bund: WID-SEC-2025-0143', 'cert-bund: WID-SEC-2025-0001', 'cert-bund: WID-SEC-2024-3674', 'cert-bund: WID-SEC-2024-3412']",HIGH,"['Update to version 8.0.40, 8.4.3, 9.0.2 or later.']",OPENVAS,openvas_mysql_5.6
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.30 Security Update (cpuapr2023) - Linux",7.5,['Oracle MySQL Server is prone to a denial of service (DoS) vulnerability.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.30 Security Update (cpuapr2023) - Lin...', 'OID:1.3.6.1.4.1.25623.1.0.149533', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.42', 'Installation path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2023-21912', 'url: https://www.oracle.com/security-alerts/cpuapr2023.html#AppendixMSQL', 'advisory-id: cpuapr2023', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1033', 'dfn-cert: DFN-CERT-2023-1058', 'dfn-cert: DFN-CERT-2023-1037']",HIGH,"['Update to version 5.7.42, 8.0.31 or later.']",OPENVAS,openvas_mysql_5.6
"Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.33 Security Update (cpuoct2023) - Linux",7.5,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.42, 8.x <= 8.0.33 Security Update (cpuoct2023) - Lin...', 'OID:1.3.6.1.4.1.25623.1.0.151213', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.43', 'Installation path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2023-2650', 'cve: CVE-2023-0464']",HIGH,"['Update to version 5.7.43, 8.0.34 or later.']",OPENVAS,openvas_mysql_5.6
Oracle MySQL Server <= 5.7.36 / 8.0 <= 8.0.27 Security Update (cpujan2022) - Linux,7.5,['Oracle MySQL Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.6.51', 'Fixed version: 5.7.37', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)']",tcp,"['cve: CVE-2021-22946', 'cve: CVE-2022-21367', 'cve: CVE-2022-21270', 'cve: CVE-2022-21304', 'cve: CVE-2022-21344', 'cve: CVE-2022-21303', 'cve: CVE-2022-21245', 'cve: CVE-2021-22947', 'url: https://www.oracle.com/security-alerts/cpujan2022.html#AppendixMSQL', 'advisory-id: cpujan2022', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-2229', 'cert-bund: WID-SEC-2023-1350', 'cert-bund: WID-SEC-2022-1908', 'cert-bund: WID-SEC-2022-1461', 'cert-bund: WID-SEC-2022-1335', 'cert-bund: WID-SEC-2022-1228', 'cert-bund: WID-SEC-2022-1056', 'cert-bund: WID-SEC-2022-0875', 'cert-bund: WID-SEC-2022-0751', 'cert-bund: WID-SEC-2022-0676', 'cert-bund: WID-SEC-2022-0393', 'cert-bund: WID-SEC-2022-0101', 'cert-bund: CB-K22/0316', 'cert-bund: CB-K22/0077', 'cert-bund: CB-K22/0062', 'cert-bund: CB-K22/0030', 'cert-bund: CB-K21/0991', 'cert-bund: CB-K21/0969', 'dfn-cert: DFN-CERT-2022-2376', 'dfn-cert: DFN-CERT-2022-2086', 'dfn-cert: DFN-CERT-2022-2073', 'dfn-cert: DFN-CERT-2022-2072', 'dfn-cert: DFN-CERT-2022-2047', 'dfn-cert: DFN-CERT-2022-1892', 'dfn-cert: DFN-CERT-2022-1692', 'dfn-cert: DFN-CERT-2022-1571', 'dfn-cert: DFN-CERT-2022-1143', 'dfn-cert: DFN-CERT-2022-0835', 'dfn-cert: DFN-CERT-2022-0586', 'dfn-cert: DFN-CERT-2022-0118', 'dfn-cert: DFN-CERT-2022-0112']",HIGH,"['Update to version 5.7.37, 8.0.28 or later.']",OPENVAS,openvas_mysql_5.6
"Oracle MySQL Server <= 5.7.41, 8.x <= 8.0.32 Security Update (cpuapr2023) - Linux",7.5,['Oracle MySQL Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 5.6.51', 'Fixed version: 5.7.42', 'path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)']",tcp,"['cve: CVE-2023-0215', 'cve: CVE-2022-43551', 'cve: CVE-2023-21980', 'cve: CVE-2022-4304', 'cve: CVE-2022-4450', 'cve: CVE-2023-0286', 'url: https://www.oracle.com/security-alerts/cpuapr2023.html#AppendixMSQL', 'advisory-id: cpuapr2023', 'cert-bund: WID-SEC-2025-1365', 'cert-bund: WID-SEC-2024-3377', 'cert-bund: WID-SEC-2024-2086', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2024-0114', 'cert-bund: WID-SEC-2024-0064', 'cert-bund: WID-SEC-2023-2229', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1886', 'cert-bund: WID-SEC-2023-1812', 'cert-bund: WID-SEC-2023-1793', 'cert-bund: WID-SEC-2023-1790', 'cert-bund: WID-SEC-2023-1614', 'cert-bund: WID-SEC-2023-1553', 'cert-bund: WID-SEC-2023-1432', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1350', 'cert-bund: WID-SEC-2023-1033', 'cert-bund: WID-SEC-2023-1016', 'cert-bund: WID-SEC-2023-0777', 'cert-bund: WID-SEC-2023-0304', 'cert-bund: WID-SEC-2022-2375', 'dfn-cert: DFN-CERT-2025-3324', 'dfn-cert: DFN-CERT-2024-1799', 'dfn-cert: DFN-CERT-2024-1188', 'dfn-cert: DFN-CERT-2024-0593', 'dfn-cert: DFN-CERT-2024-0454', 'dfn-cert: DFN-CERT-2024-0147', 'dfn-cert: DFN-CERT-2024-0126', 'dfn-cert: DFN-CERT-2024-0016', 'dfn-cert: DFN-CERT-2023-2192', 'dfn-cert: DFN-CERT-2023-1760', 'dfn-cert: DFN-CERT-2023-1697', 'dfn-cert: DFN-CERT-2023-1656', 'dfn-cert: DFN-CERT-2023-1643', 'dfn-cert: DFN-CERT-2023-1590', 'dfn-cert: DFN-CERT-2023-1522', 'dfn-cert: DFN-CERT-2023-1462']",HIGH,"['Update to version 5.7.42, 8.0.33 or later.']",OPENVAS,openvas_mysql_5.6
Oracle MySQL Server <= 5.7.37 / 8.0 <= 8.0.28 Security Update (cpuapr2022) - Linux,7.5,['Oracle MySQL Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Oracle MySQL Server <= 5.7.37 / 8.0 <= 8.0.28 Security Update (cpuapr2022) - Li...', 'OID:1.3.6.1.4.1.25623.1.0.113943', 'Version used: 2025-09-09T05:38:49Z']","['Installed version: 5.6.51', 'Fixed version: 5.7.38', 'Installation path / port: 3306/tcp']",,172.31.1.26,[],[],[],[],,,{},3306,"['Product: cpe:/a:mysql:mysql:5.6.51', 'Method: MariaDB / Oracle MySQL Detection (MySQL Protocol)', 'OID: 1.3.6.1.4.1.25623.1.0.100152)']",tcp,"['cve: CVE-2022-0778', 'cve: CVE-2022-21454', 'cve: CVE-2022-21417', 'cve: CVE-2022-21427', 'cve: CVE-2022-21451', 'cve: CVE-2022-21444', 'cve: CVE-2022-21460', 'url: https://www.oracle.com/security-alerts/cpuapr2022.html#AppendixMSQL', 'advisory-id: cpuapr2022', 'cert-bund: WID-SEC-2026-0180', 'cert-bund: WID-SEC-2024-2086', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-1186', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-1969', 'cert-bund: WID-SEC-2022-1335', 'cert-bund: WID-SEC-2022-1228', 'cert-bund: WID-SEC-2022-1081', 'cert-bund: WID-SEC-2022-1057', 'cert-bund: WID-SEC-2022-0836', 'cert-bund: WID-SEC-2022-0833', 'cert-bund: WID-SEC-2022-0826']",HIGH,"['Update to version 5.7.38, 8.0.29 or later.']",OPENVAS,openvas_mysql_5.6
