Name,cvss,description,detection_method,detection_result,host,impact,insight,instances,log_method,plugin,plugin_details,port,product_detection_result,protocol,references,severity,solution,source,source_file
Apache HTTP Server 2.4.0 - 2.4.55 HTTP Request Smuggling Vulnerability - Linux,['9.8'],['Apache HTTP Server is prone to a HTTP request smuggling vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.56']",172.30.9.1,"['Request splitting/smuggling could result in bypass of access controls in the proxy server, proxying unintended URLs to existing origin servers, and cache poisoning.']",['Some mod_proxy configurations allow a HTTP Request Smuggling attack. Configurations are affected when mod_proxy is enabled along with some form of RewriteRule or ProxyPassMatch in which a non-specific pattern matches some portion of the user-supplied request-target (URL) data and is then re-inserted into the proxied request-target using variable substitution.'],[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation']",tcp,"['cve: CVE-2023-25690', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.56', 'cert-bund: WID-SEC-2025-1285', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-3129', 'cert-bund: WID-SEC-2023-2694', 'cert-bund: WID-SEC-2023-2031', 'cert-bund: WID-SEC-2023-1809', 'cert-bund: WID-SEC-2023-1807', 'cert-bund: WID-SEC-2023-1424', 'cert-bund: WID-SEC-2023-1021', 'cert-bund: WID-SEC-2023-0657']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.56 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server 'mod_auth_digest' Multiple Vulnerabilities - Linux,['7.5'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.27', 'Installation path / port: 80/tcp']",172.30.9.1,['Successful exploitation will allow remote attackers to cause the target service to crash. A remote user can obtain potentially sensitive information as well on the target system.'],"[""""The flaw exists due to error in Apache 'mod_auth_digest' which does not properly initialize memory used to process 'Digest' type HTTP Authorization headers.""""]",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['cve: CVE-2017-9788', 'url: http://www.securitytracker.com/id/1038906', 'url: http://www.securityfocus.com/bid/99569', 'url: http://httpd.apache.org/security/vulnerabilities_22.html', 'url: http://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2025-0370', 'cert-bund: CB-K18/0066', 'cert-bund: CB-K17/2013', 'cert-bund: CB-K17/1980', 'cert-bund: CB-K17/1936', 'cert-bund: CB-K17/1871', 'cert-bund: CB-K17/1854', 'cert-bund: CB-K17/1842', 'cert-bund: CB-K17/1768', 'cert-bund: CB-K17/1747', 'cert-bund: CB-K17/1622', 'cert-bund: CB-K17/1558', 'cert-bund: CB-K17/1382', 'cert-bund: CB-K17/1197', 'cert-bund: CB-K17/1177', 'cert-bund: CB-K17/1023', 'dfn-cert: DFN-CERT-2019-0358', 'dfn-cert: DFN-CERT-2018-0077', 'dfn-cert: DFN-CERT-2017-2104', 'dfn-cert: DFN-CERT-2017-2070', 'dfn-cert: DFN-CERT-2017-2021', 'dfn-cert: DFN-CERT-2017-1954', 'dfn-cert: DFN-CERT-2017-1926', 'dfn-cert: DFN-CERT-2017-1925', 'dfn-cert: DFN-CERT-2017-1843', 'dfn-cert: DFN-CERT-2017-1828', 'dfn-cert: DFN-CERT-2017-1692', 'dfn-cert: DFN-CERT-2017-1626', 'dfn-cert: DFN-CERT-2017-1443', 'dfn-cert: DFN-CERT-2017-1240', 'dfn-cert: DFN-CERT-2017-1217', 'dfn-cert: DFN-CERT-2017-1058']",HIGH,['Update to Apache HTTP Server 2.2.34 or 2.4.27 or later.'],OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server Memory Access Vulnerability - Linux,['9.1'],['Apache HTTP Server is prone to a memory access vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.41', 'Installation path / port: 80/tcp']",172.30.9.1,[],"['Using fuzzed network input, the http/2 session handling could be made to read memory after being freed during connection shutdown.']",[],[],,{},80,"['cpe:/a:apache:http_server:2.4.25', 'Detected by Apache HTTP Server Detection Consolidation (OID: 1.3.6.1.4.1.25623.1.0.117232)']",tcp,"['dfn-cert: DFN-CERT-2017-1217', 'dfn-cert: DFN-CERT-2017-1058']",CRITICAL,['Update to version 2.4.41 or later.'],OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server < 2.4.55 Multiple Vulnerabilities - Linux,['9.0'],['Apache HTTP Server is prone to multiple vulnerabilities.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.55']",172.30.9.1,"['The following vulnerabilities exist:', '- CVE-2006-20001: mod_dav out of bounds read, or write of zero byte', '- CVE-2022-36760: Possible request smuggling in mod_proxy_ajp', '- CVE-2022-37436: mod_proxy allows a backend to trigger HTTP response splitting']","['The following vulnerabilities exist:', '- CVE-2006-20001: mod_dav out of bounds read, or write of zero byte', '- CVE-2022-36760: Possible request smuggling in mod_proxy_ajp', '- CVE-2022-37436: mod_proxy allows a backend to trigger HTTP response splitting']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation']",tcp,"['cve: CVE-2019-10082', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2022-0757', 'cert-bund: CB-K20/0708', 'cert-bund: CB-K19/0909', 'cert-bund: CB-K19/0728', 'dfn-cert: DFN-CERT-2022-1610', 'dfn-cert: DFN-CERT-2020-2422', 'dfn-cert: DFN-CERT-2020-0716', 'dfn-cert: DFN-CERT-2019-1810', 'dfn-cert: DFN-CERT-2019-1751']",CRITICAL,"['Solution type: VendorFix', 'Update to version 2.4.55 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server 2.4.7 - 2.4.51 Multiple Vulnerabilities - Linux,['7.8'],"['Apache HTTP Server is prone to multiple vulnerabilities.', 'Quality of Detection (QoD): 30%']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.7 - 2.4.51 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.117854', 'Version used: 2021-12-23T12:12:57Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.52', 'Installation path / port: 80/tcp']",172.30.9.1,"['A crafted URI sent to httpd configured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery).']","['A crafted URI sent to httpd configured as a forward proxy (ProxyRequests on) can cause a crash (NULL pointer dereference) or, for configurations mixing forward and reverse proxy declarations, can allow for requests to be directed to a declared Unix Domain Socket endpoint (Server Side Request Forgery).']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2021-44224', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-2180', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2022-1057', 'cert-bund: WID-SEC-2022-0727', 'cert-bund: WID-SEC-2022-0432', 'cert-bund: WID-SEC-2022-0302', 'cert-bund: CB-K22/0619', 'cert-bund: CB-K21/1296', 'dfn-cert: DFN-CERT-2022-2405', 'dfn-cert: DFN-CERT-2022-2167', 'dfn-cert: DFN-CERT-2022-1116', 'dfn-cert: DFN-CERT-2022-1115', 'dfn-cert: DFN-CERT-2022-1114', 'dfn-cert: DFN-CERT-2022-1047', 'dfn-cert: DFN-CERT-2022-0872', 'dfn-cert: DFN-CERT-2022-0068', 'dfn-cert: DFN-CERT-2021-2656']",HIGH,"['Solution type: VendorFix', 'Update to version 2.4.52 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server < 2.4.39 Privilege Escalation Vulnerability - Linux,['7.5'],"['In Apache HTTP Server, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute arbitrary code with the privileges of the parent process (usually root) by manipulating the scoreboard. Non-Unix systems are not affected.']","['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.39 Privilege Escalation Vulnerability - Linux', 'OID:1.3.6.1.4.1.25623.1.0.142219', 'Version used: 2024-07-26T05:05:35Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.39', 'Installation path / port: 80/tcp']",172.30.9.1,['The vulnerability allows code executing in less-privileged child processes or threads to execute arbitrary code with the privileges of the parent process (usually root).'],[],[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2019-0211', 'cisa: Known Exploited Vulnerability (KEV) catalog', 'url: https://www.cisa.gov/known-exploited-vulnerabilities-catalog', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2023-2047', 'cert-bund: CB-K19/0623', 'cert-bund: CB-K19/0615', 'cert-bund: CB-K19/0267', 'dfn-cert: DFN-CERT-2020-1473', 'dfn-cert: DFN-CERT-2019-1519', 'dfn-cert: DFN-CERT-2019-1455', 'dfn-cert: DFN-CERT-2019-1238', 'dfn-cert: DFN-CERT-2019-1101', 'dfn-cert: DFN-CERT-2019-0915', 'dfn-cert: DFN-CERT-2019-0911', 'dfn-cert: DFN-CERT-2019-0815', 'dfn-cert: DFN-CERT-2019-0753', 'dfn-cert: DFN-CERT-2019-0687', 'dfn-cert: DFN-CERT-2019-0676']",HIGH,['Update to version 2.4.39 or later.'],OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server OPTIONS Memory Leak Vulnerability (Optionsbleed) - Version Check,['7.5'],"[""""Apache HTTP Server allows remote attackers to read secret data from process memory if the Limit directive can be set in a user's .htaccess file, or if httpd.conf has certain misconfigurations, aka Optionsbleed.""""]",['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.28', 'Installation path / port: 80/tcp']",172.30.9.1,"[""""The successful exploitation allows the attacker to read chunks of the host's memory.""""]",[],[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,[],HIGH,"['Update to Apache HTTP Server 2.4.28. For Apache HTTP Server running version 2.2.34 apply the patch linked in the references.', """"As a workaround the usage of .htaccess should be disabled completely via the 'AllowOverride None' directive""""]",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server 2.4.17 < 2.4.49 'mod_proxy' HTTP/2 Request Smuggling Vulnerability - Linux,['7.5'],"[""""Apache HTTP Server is prone to an HTTP/2 request smuggling vulnerability in the 'mod_proxy' module.""""]",['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.49', 'Installation path / port: 80/tcp']",172.30.9.1,"[""""Apache's mod_proxy allows spaces in the :method of HTTP/2 requests, enabling request line injection. If the back-end server tolerates trailing junk in the request line, this lets an attacker to bypass block rules.""""]","[""""Apache's mod_proxy allows spaces in the :method of HTTP/2 requests, enabling request line injection. If the back-end server tolerates trailing junk in the request line, this lets an attacker to bypass block rules.""""]",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2017-9798', 'url: http://openwall.com/lists/oss-security/2017/09/18/2', 'url: https://blog.fuzzing-project.org/60-Optionsbleed-HTTP-OPTIONS-method-can-leak-Apaches-server-memory.html', 'url: http://www.securityfocus.com/bid/100872', 'url: https://archive.apache.org/dist/httpd/patches/apply_to_2.2.34/', 'url: https://www.apache.org/dist/httpd/CHANGES_2.4.28', 'cert-bund: WID-SEC-2023-1594', 'cert-bund: CB-K18/1012', 'cert-bund: CB-K18/0800', 'cert-bund: CB-K18/0606', 'cert-bund: CB-K18/0098', 'cert-bund: CB-K18/0066', 'cert-bund: CB-K17/2188', 'cert-bund: CB-K17/2117', 'cert-bund: CB-K17/2021', 'cert-bund: CB-K17/1980', 'cert-bund: CB-K17/1936', 'cert-bund: CB-K17/1871', 'cert-bund: CB-K17/1773', 'cert-bund: CB-K17/1768', 'cert-bund: CB-K17/1587', 'dfn-cert: DFN-CERT-2019-0359', 'dfn-cert: DFN-CERT-2018-2113', 'dfn-cert: DFN-CERT-2018-1070', 'dfn-cert: DFN-CERT-2018-0725', 'dfn-cert: DFN-CERT-2018-0100', 'dfn-cert: DFN-CERT-2018-0077', 'dfn-cert: DFN-CERT-2017-2290', 'dfn-cert: DFN-CERT-2017-2211', 'dfn-cert: DFN-CERT-2017-2108', 'dfn-cert: DFN-CERT-2017-2070', 'dfn-cert: DFN-CERT-2017-2021', 'dfn-cert: DFN-CERT-2017-1954', 'dfn-cert: DFN-CERT-2017-1854', 'dfn-cert: DFN-CERT-2017-1843', 'dfn-cert: DFN-CERT-2017-1659']",HIGH,"['Solution type: VendorFix', 'Update to version 2.4.49 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server 2.4.20 < 2.4.44 Multiple Vulnerabilities - Linux,['7.5'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server 2.4.20 < 2.4.44 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.144372', 'Version used: 2024-02-15T05:05:40Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.44', 'Installation path / port: 80/tcp']",172.30.9.1,"['The following vulnerabilities exist: ', '- Push Diary Crash on Specically Crafted HTTP/2 Header (CVE-2020-9490)', '- Push Diary Crash on Specically Crafted HTTP/2 Header (CVE-2020-11993)']","['The following vulnerabilities exist: ', '- Push Diary Crash on Specically Crafted HTTP/2 Header (CVE-2020-9490)', '- Push Diary Crash on Specically Crafted HTTP/2 Header (CVE-2020-11993)']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2020-9490', 'cve: CVE-2020-11993', 'url: https://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2024-3319', 'cert-bund: WID-SEC-2024-1591', 'cert-bund: WID-SEC-2023-1048', 'cert-bund: WID-SEC-2023-0063', 'cert-bund: CB-K21/0341', 'cert-bund: CB-K21/0068', 'cert-bund: CB-K20/0798', 'dfn-cert: DFN-CERT-2022-0074', 'dfn-cert: DFN-CERT-2021-1069', 'dfn-cert: DFN-CERT-2020-2628', 'dfn-cert: DFN-CERT-2020-2345', 'dfn-cert: DFN-CERT-2020-2338', 'dfn-cert: DFN-CERT-2020-1985', 'dfn-cert: DFN-CERT-2020-1905', 'dfn-cert: DFN-CERT-2020-1793', 'dfn-cert: DFN-CERT-2020-1744']",HIGH,"['Solution type: VendorFix', 'Update to version 2.4.44 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server < 2.4.58 'mod_macro' Out-of-bounds Read Vulnerability - Linux,['7.5'],['Apache HTTP Server is prone to an out-of-bounds read vulnerability in mod_macro.'],"['Checks if a vulnerable version is present on the target host.', """"Details: Apache HTTP Server < 2.4.58 'mod_macro' Out-of-bounds Read Vulnerability - Linux"""", 'OID:1.3.6.1.4.1.25623.1.0.100272', 'Version used: 2024-02-15T05:05:40Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.58', 'Installation path / port: 80/tcp']",172.30.9.1,[],[],[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2023-31122', 'url: https://httpd.apache.org/security/vulnerabilities_24.html#2.4.58', 'url: https://www.openwall.com/lists/oss-security/2023/10/19/4', 'cert-bund: WID-SEC-2024-1226', 'cert-bund: WID-SEC-2024-0899', 'cert-bund: WID-SEC-2024-0869', 'cert-bund: WID-SEC-2024-0769', 'cert-bund: WID-SEC-2024-0107', 'cert-bund: WID-SEC-2023-2917', 'cert-bund: WID-SEC-2023-2712', 'dfn-cert: DFN-CERT-2024-1411', 'dfn-cert: DFN-CERT-2024-1010', 'dfn-cert: DFN-CERT-2024-1000', 'dfn-cert: DFN-CERT-2024-0732', 'dfn-cert: DFN-CERT-2023-2640', 'dfn-cert: DFN-CERT-2023-2583']",HIGH,"['Solution type: VendorFix', 'Update to version 2.4.58 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux,['7.5'],['Apache HTTP Server is prone to multiple vulnerabilities.'],"['Checks if a vulnerable version is present on the target host.', 'Details: Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux', 'OID:1.3.6.1.4.1.25623.1.0.152039', 'Version used: 2024-06-07T05:05:42Z']","['Installed version: 2.4.25', 'Fixed version: 2.4.59', 'Installation path / port: 80/tcp']",172.30.9.1,"['The following vulnerabilities exist: ', '- CVE-2023-38709: HTTP response splitting', '- CVE-2024-24795: HTTP response splitting in multiple modules', '- CVE-2024-27316: HTTP/2 DoS by memory exhaustion on endless continuation frames']","['The following vulnerabilities exist: ', '- CVE-2023-38709: HTTP response splitting', '- CVE-2024-24795: HTTP response splitting in multiple modules', '- CVE-2024-27316: HTTP/2 DoS by memory exhaustion on endless continuation frames']",[],[],,{},80,"['Product: cpe:/a:apache:http_server:2.4.25', 'Method: Apache HTTP Server Detection Consolidation', 'OID: 1.3.6.1.4.1.25623.1.0.117232']",tcp,"['cve: CVE-2023-38709', 'cve: CVE-2024-24795', 'cve: CVE-2024-27316']",HIGH,"['Solution type: VendorFix', 'Update to version 2.4.59 or later.']",OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server Denial-Of-Service Vulnerability (Jun 2017) - Linux,['7.5'],['Apache HTTP Server is prone to a denial of service (DoS) vulnerability.'],['Checks if a vulnerable version is present on the target host.'],"['Installed version: 2.4.25', 'Fixed version: 2.4.26']",172.30.9.1,['Successful exploitation will allow remote attackers to cause a denial-of-service condition.'],"['The aw exists due to an error in the token list parsing, which allows ap_nd_token() to search past the end of its input string. By maliciously crafting a sequence of request headers, an attacker may be able to cause a segmentation fault, or to force ap_nd_token() to return an incorrect value.']",[],[],,{},80,['cpe:/a:apache:http_server:2.4.25'],tcp,"['cve: CVE-2017-7668', 'url: http://seclists.org/oss-sec/2017/q2/510', 'url: http://www.securityfocus.com/bid/99137', 'url: http://httpd.apache.org/security/vulnerabilities_22.html', 'url: http://httpd.apache.org/security/vulnerabilities_24.html', 'cert-bund: WID-SEC-2025-0370', 'cert-bund: CB-K18/0066', 'cert-bund: CB-K17/2013', 'cert-bund: CB-K17/1936']",HIGH,['Update to Apache HTTP Server 2.2.33 or 2.4.26 or later.'],OPENVAS,openvas_vulnerables_web-dvwa
Apache HTTP Server Denial of Service Vulnerability-02 (Apr 2018) - Linux,['7.5'],['Apache HTTP Server is prone to a denial of service vulnerability.'],[],"['Installed version: 2.4.25', 'Fixed version: 2.4.30']",172.30.9.1,['Successful exploitation will allow an attacker to crash the Apache HTTP Server resulting in denial of service condition.'],[],[],[],,{},80,['cpe:/a:apache:http_server:2.4.25'],tcp,"['cert-bund: CB-K17/1854', 'cert-bund: CB-K17/1842', 'cert-bund: CB-K17/1747', 'cert-bund: CB-K17/1622', 'cert-bund: CB-K17/1382', 'cert-bund: CB-K17/1279', 'cert-bund: CB-K17/1163', 'cert-bund: CB-K17/1023', 'dfn-cert: DFN-CERT-2019-0358', 'dfn-cert: DFN-CERT-2018-0077', 'dfn-cert: DFN-CERT-2017-2104', 'dfn-cert: DFN-CERT-2017-2021', 'dfn-cert: DFN-CERT-2017-1926', 'dfn-cert: DFN-CERT-2017-1925', 'dfn-cert: DFN-CERT-2017-1828', 'dfn-cert: DFN-CERT-2017-1692', 'dfn-cert: DFN-CERT-2017-1443', 'dfn-cert: DFN-CERT-2017-1327', 'dfn-cert: DFN-CERT-2017-1204', 'dfn-cert: DFN-CERT-2017-1058']",HIGH,[],OPENVAS,openvas_vulnerables_web-dvwa
