Name,description,detection_result,detection_method,product_detection_result,impact,solution,insight,log_method,cvss,port,protocol,severity,references,plugin,identification,http_info,source,llm,target,host,cve,Quality of Detection (QoD),summary,quality_of_detection,urls,cert-bund,dfn-cert
Eclipse Jetty DoS Vulnerability (GHSA-26vr-8j45-3r4w) - Linux,['Eclipse Jetty is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 9.4', 'Fixed version: 9.4.39', 'Installation path / port: 8080/tcp']",['Checks if a vulnerable version is present on the target host.'],"['cpe:/a:eclipse:jetty:9.4', 'Detected by Mort Bay / Eclipse Jetty Detection (HTTP) (OID: 1.3.6.1.4.1.25623.1.->0.800953)']","['When using SSL/TLS with Jetty, either with HTTP/1.1, HTTP/2, or WebSocket, the server may receive an invalid large (greater than 17408) TLS frame that is incorrectly handled, causing CPU resources to eventually reach 100% usage.']","['Update to version 9.4.39, 10.0.2, 11.0.2 or later. See the referenced vendor advisory for a possible mitigation.']",[],[],['7.5'],8080.0,tcp,HIGH,"['cve: CVE-2022-34174', 'url: https://www.jenkins.io/security/advisory/2022-06-22/#SECURITY-2566', 'cert-bund: WID-SEC-2022-0445', 'dfn-cert: DFN-CERT-2023-0445', 'dfn-cert: DFN-CERT-2023-0388', 'dfn-cert: DFN-CERT-2023-0091', 'dfn-cert: DFN-CERT-2022-1408']",[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty DoS Vulnerability (GHSA-26vr-8j45-3r4w),[],"['Product: cpe:/a:eclipse:jetty:9.4', 'Method: Mort Bay / Eclipse Jetty Detection (HTTP)', 'OID: 1.3.6.1.4.1.25623.1.0.800953)']",[],['Product: cpe:/a:eclipse:jetty:9.4'],[],[],[],[],['7.5'],,,HIGH,"['cve: CVE-2021-28165', 'url: https://github.com/eclipse/jetty.project/security/advisories/GHSA-26vr-8j45-3r4w', 'cert-bund: WID-SEC-2025-2372', 'cert-bund: WID-SEC-2025-0227', 'cert-bund: WID-SEC-2024-0794', 'cert-bund: WID-SEC-2023-2993', 'cert-bund: WID-SEC-2023-2674', 'cert-bund: WID-SEC-2023-1821', 'cert-bund: WID-SEC-2022-1767', 'cert-bund: WID-SEC-2022-1365', 'cert-bund: WID-SEC-2022-1161', 'cert-bund: WID-SEC-2022-0624', 'cert-bund: WID-SEC-2022-0623', 'cert-bund: CB-K22/0071', 'cert-bund: CB-K21/1094', 'cert-bund: CB-K21/1093', 'dfn-cert: DFN-CERT-2024-3084', 'dfn-cert: DFN-CERT-2023-2545', 'dfn-cert: DFN-CERT-2021-2152', 'dfn-cert: DFN-CERT-2021-2045', 'dfn-cert: DFN-CERT-2021-1780', 'dfn-cert: DFN-CERT-2021-1736', 'dfn-cert: DFN-CERT-2021-1728', 'dfn-cert: DFN-CERT-2021-1665', 'dfn-cert: DFN-CERT-2021-1475', 'dfn-cert: DFN-CERT-2021-1332', 'dfn-cert: DFN-CERT-2021-1103', 'dfn-cert: DFN-CERT-2021-0840', 'dfn-cert: DFN-CERT-2021-0832']",[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty HTTP/2 Protocol DoS Vulnerability (CVE-2023-44487),[],['Product: cpe:/a:eclipse:jetty:9.4'],[],['Product: cpe:/a:eclipse:jetty:9.4'],[],[],[],[],['7.5'],,,HIGH,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty HTTP/2 Protocol DoS Vulnerability (CVE-2023-44487) - Linux,['Eclipse Jetty is prone to a denial of service (DoS) vulnerability in the HTTP/2 protocol.'],"['Installed version: 9.4', 'Fixed version: 9.4.53', 'Installation path / port: 8080/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:eclipse:jetty:9.4', 'Method: Mort Bay / Eclipse Jetty Detection (HTTP)', 'OID: 1.3.6.1.4.1.25623.1.0.800953']","['This vulnerability allows a remote, unauthenticated attacker to cause an increase in CPU usage that can lead to a denial-of-service (DoS).']","['Update to version 9.4.53, 10.0.17, 11.0.17, 12.0.2 or later.']","['The HTTP/2 protocol allows a denial of service (server resource consumption) because request cancellation can reset many streams quickly, as exploited in the wild in August through October 2023.', 'The attack is also known as HTTP/2 Rapid Reset Attack.']",[],['7.5'],8080.0,tcp,HIGH,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
HTTP/2 Rapid Reset Vulnerability,[],[],[],[],[],[],[],[],['7.5'],,,HIGH,"['https://www.eclipse.org/lists/jetty-announce/msg00181.html', 'https://cloud.google.com/blog/products/identity-security/how-it-works-the-novel-http2-rapid-reset-ddos-attack', 'https://blog.cloudflare.com/technical-breakdown-http2-rapid-reset-ddos-attack/', 'https://aws.amazon.com/blogs/security/how-aws-protects-customers-from-ddos-events/', 'https://www.openwall.com/lists/oss-security/2023/10/10/6', 'https://www.cisa.gov/news-events/alerts/2023/10/10/http2-rapid-reset-vulnerability-cve-2023-44487', 'https://www.cisa.gov/known-exploited-vulnerabilities-catalog']",[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Example Vulnerability,['This is an example description.'],['Example detection result.'],['Example detection method.'],['Example product detection result.'],['Example impact assessment.'],['Example solution steps.'],['Example vulnerability insight.'],['Example log method.'],['7.5'],443.0,tcp,HIGH,"['Example reference 1', 'Example reference 2']",[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Another Example Vulnerability,['Another example description.'],['Another example detection result.'],['Another example detection method.'],['Another example product detection result.'],['Another example impact assessment.'],['Another example solution steps.'],['Another example vulnerability insight.'],['Another example log method.'],['5.0'],,,MEDIUM,['Another example reference 1'],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2024-0081,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2024-0048,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-3167,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-3124,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-3119,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-3073,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-3059,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-3035,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-3007,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2996,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2991,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2971,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2959,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2912,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2892,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2882,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2876,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2864,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2851,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2849,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2787,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2785,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2730,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2729,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2708,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2696,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2695,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2680,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2677,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2675,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2670,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2666,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2646,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2637,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2636,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2635,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2623,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2603,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2600,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
DFN-CERT-2023-2599,[],[],[],[],[],[],[],[],[],,,CRITICAL,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty HTTP/2 HPACK DoS Vulnerability,['Eclipse Jetty is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 9.4', 'Detection by Mort Bay / Eclipse Jetty Detection (HTTP) (OID: 1.3.6.1.4.1.25623.1.0.800953)']",['Checks if a vulnerable version is present on the target host.'],['cpe:/a:eclipse:jetty:9.4'],['Users of HTTP/2 can be impacted by a remote denial of service attack.'],"['Update to version 9.4.53, 10.0.16, 11.0.16 or later.']",['An integer overow in MetaDataBuilder.checkSize allows for HTTP/2 HPACK header values to exceed their size limit.'],[],['7.5'],8080.0,tcp,HIGH,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty HTTP/2 HPACK DoS Vulnerability (GHSA-wgh7-54f2-x98r) - Linux,['Eclipse Jetty is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 9.4', 'Fixed version: 9.4.53', 'Installation path / port: 8080/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:eclipse:jetty:9.4', 'Detected by Mort Bay / Eclipse Jetty Detection (HTTP) (OID: 1.3.6.1.4.1.25623.1.0.800953)']",['Users of HTTP/2 can be impacted by a remote denial of service attack.'],"['Update to version 9.4.53, 10.0.16, 11.0.16 or later.']",['An integer overow in MetaDataBuilder.checkSize allows for HTTP/2 HPACK header values to exceed their size limit.'],[],['7.5'],8080.0,tcp,HIGH,"['cve: CVE-2023-36478', 'url: https://www.eclipse.org/lists/jetty-announce/msg00181.html', 'url: https://github.com/jetty/jetty.project/security/advisories/GHSA-wgh7-54f2-x98r', 'cert-bund: WID-SEC-2024-3684', 'cert-bund: WID-SEC-2024-1637', 'cert-bund: WID-SEC-2024-0106', 'cert-bund: WID-SEC-2024-0101', 'cert-bund: WID-SEC-2024-0094', 'cert-bund: WID-SEC-2023-2627', 'dfn-cert: DFN-CERT-2024-1865', 'dfn-cert: DFN-CERT-2024-1404', 'dfn-cert: DFN-CERT-2024-0741', 'dfn-cert: DFN-CERT-2023-3167', 'dfn-cert: DFN-CERT-2023-2892', 'dfn-cert: DFN-CERT-2023-2677', 'dfn-cert: DFN-CERT-2023-2675', 'dfn-cert: DFN-CERT-2023-2646', 'dfn-cert: DFN-CERT-2023-2555']",[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty Multiple Vulnerabilities (Jul 2022) - Linux,['Eclipse Jetty is prone to multiple vulnerabilities.'],[],[],"['Product: cpe:/a:eclipse:jetty:9.4', 'Detected by Mort Bay / Eclipse Jetty Detection (HTTP) (OID: 1.3.6.1.4.1.25623.1.0.800953)']",[],[],[],[],[],,,HIGH,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty Multiple Vulnerabilities (Jul 2022) - Linux,['Eclipse Jetty is prone to multiple vulnerabilities.'],"['Installed version: 9.4', 'Fixed version: 9.4.47', 'Installation path / port: 8080/tcp']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:eclipse:jetty:9.4', 'Method: Mort Bay / Eclipse Jetty Detection (HTTP)', 'OID: 1.3.6.1.4.1.25623.1.0.800953']",[],"['Update to version 9.4.47, 10.0.10, 11.0.10 or later.']","['- CVE-2022-2047: Invalid URI parsing may produce invalid HttpURI.authority', '- CVE-2022-2048: Invalid HTTP/2 requests can lead to denial of service']",[],['7.5'],8080.0,tcp,HIGH,"['cve: CVE-2022-2047', 'cve: CVE-2022-2048', 'url: https://github.com/eclipse/jetty.project/security/advisories/GHSA-cj7v-27pg-wf7q', 'url: https://github.com/eclipse/jetty.project/security/advisories/GHSA-wgmr-mf83-7x4j']",[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty DoS Vulnerability (GHSA-rggv-cv7r-mw98) - Linux,['Eclipse Jetty is prone to a denial of service (DoS) vulnerability.'],"['Installed version: 9.4', 'Fixed version: 9.4.54', 'Installation path / port: 8080/tcp']",[],"['cpe:/a:eclipse:jetty:9.4', 'Detected by Mort Bay / Eclipse Jetty Detection (HTTP) (OID: 1.3.6.1.4.1.25623.1.->0.800953)']",[],"['Update to version 9.4.54, 10.0.20, 11.0.20, 12.0.6 or later.']","['Eclipse Jetty version 9.3.0 through 9.4.53, 10.0.0 through 10.0.19, 11.0.0 through 11.0.19 and 12.0.0 through 12.0.5.']",[],['7.5'],8080.0,tcp,HIGH,[],[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
Eclipse Jetty DoS Vulnerability (GHSA-rggv-cv7r-mw98),"['If an HTTP/2 connection gets TCP congested, when an idle timeout occurs the HTTP/2 session is marked as closed, and then a GOAWAY frame is queued to be written. However it is not written because the connection is TCP congested. When another idle timeout period elapses, it is then supposed to hard close the connection, but it delegates to the HTTP/2 session which reports that it has already been closed so it does not attempt to hard close the connection. This leaves the connection in ESTABLISHED state (i.e. not closed), TCP congested, and idle. An attacker can cause many connections to end up in this state, and the server may run out of le descriptors, eventually causing the server to stop accepting new connections from valid clients.']","['Product: cpe:/a:eclipse:jetty:9.4', 'Method: Mort Bay / Eclipse Jetty Detection (HTTP)', 'OID: 1.3.6.1.4.1.25623.1.0.800953)']",['Checks if a vulnerable version is present on the target host.'],"['Product: cpe:/a:eclipse:jetty:9.4', 'Method: Mort Bay / Eclipse Jetty Detection (HTTP)', 'OID: 1.3.6.1.4.1.25623.1.0.800953)']","['An attacker can cause many connections to end up in this state, and the server may run out of le descriptors, eventually causing the server to stop accepting new connections from valid clients.']",[],"['If an HTTP/2 connection gets TCP congested, when an idle timeout occurs the HTTP/2 session is marked as closed, and then a GOAWAY frame is queued to be written. However it is not written because the connection is TCP congested. When another idle timeout period elapses, it is then supposed to hard close the connection, but it delegates to the HTTP/2 session which reports that it has already been closed so it does not attempt to hard close the connection. This leaves the connection in ESTABLISHED state (i.e. not closed), TCP congested, and idle.']",[],['7.5'],,,HIGH,"['cve: CVE-2024-22201', 'url: https://github.com/jetty/jetty.project/security/advisories/GHSA-rggv-cv7r-mw98', 'cert-bund: WID-SEC-2025-1563', 'cert-bund: WID-SEC-2024-3221', 'cert-bund: WID-SEC-2024-3219', 'cert-bund: WID-SEC-2024-3196', 'cert-bund: WID-SEC-2024-3193', 'cert-bund: WID-SEC-2024-3191', 'cert-bund: WID-SEC-2024-1642', 'cert-bund: WID-SEC-2024-1638', 'cert-bund: WID-SEC-2024-1637', 'cert-bund: WID-SEC-2024-0869', 'cert-bund: WID-SEC-2024-0680', 'cert-bund: WID-SEC-2024-0486', 'dfn-cert: DFN-CERT-2024-2743', 'dfn-cert: DFN-CERT-2024-1865', 'dfn-cert: DFN-CERT-2024-0756', 'dfn-cert: DFN-CERT-2024-0640']",[],[],[],OPENVAS,llama4,openvas_jenkins_jenkins_2.150,172.31.1.49,,,,,,,
