Total vulnerabilidades no vulnnet: 6343
Total vulnerabilidades extraídas: 6700
Acertos: 6101 (96.18%)
Inventadas (no dataset mas não no vulnnet): 599 (8.94%)
Faltantes (no vulnnet mas não no dataset): 242 (3.82%)

--- Inventadas (exemplos) ---
172.30.9.3 | 'favicon.ico' Based Fingerprinting (HTTP) | 1 a mais
172.30.6.3 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.74 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.1.3 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.32.1 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.94 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.93 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.31.1 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.92 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.44 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.45 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.9.2 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.1.1 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.40.5 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.30.9.1 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.83 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.106 | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.59 Multiple Vulnerabilities - Linux | 100.0
172.31.1.107 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.39.1 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.9.3 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.85 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.9.4 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.1.4 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.9 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.10 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.6.3 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.2.2 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.74 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.1.3 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.32.1 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.94 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.93 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.31.1 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.92 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.44 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.45 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.9.2 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.1.1 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.40.5 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.30.9.1 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.83 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.106 | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.60 Multiple Vulnerabilities - Linux | 100.0
172.31.1.107 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.39.1 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.9.3 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.84 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.85 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.9.4 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.1.4 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.9 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.10 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.6.3 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.2.2 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.74 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.1.3 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.32.1 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.94 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.93 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.31.1 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.92 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.44 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.45 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.9.2 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.1.1 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.40.5 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.30.9.1 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.83 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.106 | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | Apache HTTP Server < 2.4.64 Multiple Vulnerabilities - Linux | 100.0
172.31.1.107 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.39.1 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.9.3 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.84 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.85 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.9.4 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.1.4 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.9 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.10 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.6.3 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.7.2 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.2.2 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.1.3 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.32.1 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.94 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.93 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.31.1 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.92 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.44 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.45 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.9.2 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.1.1 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.40.5 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.30.9.1 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.83 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.106 | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | Apache HTTP Server < 2.4.66 SSI Vulnerability - Linux | 100.0
172.31.1.107 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.39.1 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.9.3 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.85 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.9.4 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.1.4 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.10 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.6.3 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.7.2 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.7.2 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.1.3 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.94 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.93 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.92 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.44 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.45 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.9.2 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.9.1 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.83 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.31.1.106 | Apache HTTP Server <= 2.4.51 Buer Overow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 96.875
172.30.39.1 | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 100.0
172.31.1.9 | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 100.0
172.30.31.1 | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 100.0
172.30.1.1 | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 100.0
172.30.40.5 | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 100.0
172.31.1.106 | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | Apache HTTP Server <= 2.4.51 Buffer Overflow Vulnerability - Linux | 100.0
172.31.1.107 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.30.39.1 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.30.9.3 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.31.1.85 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.30.9.4 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.30.1.4 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.31.1.9 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.31.1.10 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.30.6.3 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
172.30.7.2 | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | Apache HTTP Server <= 2.4.52 Multiple Vulnerabilities - Linux | 100.0
